"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","disloyal Customer",43,"Business travel","Business",296,"4","4","4","4","2","4","2","2","1","5","3","1","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Business travel","Business",1372,"2","1","1","1","2","2","2","2","2","3","4","4","3","2",22,0,"neutral or dissatisfied"
"Female","disloyal Customer",48,"Business travel","Eco",708,"2","2","2","5","2","2","2","2","2","3","4","2","5","2",31,20,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Eco",479,"2","4","4","4","1","2","4","1","1","2","1","1","1","4",33,14,"satisfied"
"Female","Loyal Customer",55,"Personal Travel","Eco",508,"1","4","1","3","5","5","4","4","4","1","5","5","4","5",0,3,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Business travel","Business",2298,"1","1","1","1","4","4","4","4","3","3","5","4","5","4",23,0,"satisfied"
"Female","Loyal Customer",29,"Business travel","Eco Plus",1874,"3","2","1","2","3","3","3","3","1","1","2","2","4","3",20,31,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Business",258,"2","1","2","4","1","3","3","3","3","2","3","4","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Eco",1464,"2","3","3","3","1","2","3","2","2","2","2","2","2","3",5,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",1944,"2","2","2","2","5","3","4","5","5","5","5","2","5","5",19,21,"satisfied"
"Male","Loyal Customer",22,"Personal Travel","Eco",247,"1","4","1","3","3","1","3","3","4","1","4","1","4","3",0,9,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business travel","Eco Plus",1721,"1","3","3","3","1","1","1","4","5","2","3","1","2","1",204,196,"neutral or dissatisfied"
"Female","Loyal Customer",12,"Business travel","Business",1476,"2","2","2","2","2","2","2","2","4","2","4","4","3","2",19,24,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Personal Travel","Eco",4502,"2","2","2","3","2","4","4","2","1","5","4","4","4","4",28,0,"neutral or dissatisfied"
"Male","disloyal Customer",62,"Business travel","Business",2075,"2","2","2","1","1","2","1","1","4","2","5","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",70,"Personal Travel","Eco Plus",1224,"2","4","2","1","5","2","3","1","1","2","1","4","1","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business travel","Business",204,"5","5","5","1","5","5","1","5","5","2","4","3","4","5",3,12,"satisfied"
"Female","disloyal Customer",24,"Business travel","Eco",289,"4","4","4","1","3","4","3","3","5","2","4","4","4","3",4,5,"satisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",293,"4","5","4","1","3","5","5","1","1","4","4","3","1","5",42,26,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Business",888,"1","1","1","4","4","1","1","4","3","4","5","5","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Personal Travel","Eco",463,"1","5","1","3","3","5","4","1","1","1","1","3","1","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Personal Travel","Eco",700,"3","5","3","1","2","4","2","1","1","3","1","4","1","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Personal Travel","Business",190,"3","3","3","3","3","3","3","3","1","3","2","3","2","3",17,5,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",383,"1","2","1","3","3","1","3","3","3","4","3","4","4","3",6,1,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",2943,"1","1","1","1","2","4","4","4","4","4","4","5","4","4",97,90,"satisfied"
"Female","Loyal Customer",33,"Business travel","Business",1372,"1","1","1","1","4","2","5","4","4","5","4","2","4","5",0,0,"satisfied"
"Female","Loyal Customer",19,"Personal Travel","Eco",335,"2","3","2","4","5","2","5","5","3","1","3","4","4","5",0,14,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",3276,"1","1","1","1","2","5","5","3","3","4","3","5","3","5",0,0,"satisfied"
"Male","Loyal Customer",23,"Business travel","Business",280,"3","4","4","4","3","3","3","3","3","4","1","2","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",463,"1","3","5","5","5","5","5","5","5","3","2","5","3","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",34,"Business travel","Eco",488,"3","3","3","3","3","3","3","3","1","1","3","1","3","3",17,6,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco",1855,"3","4","3","3","1","3","3","5","5","3","5","4","5","2",51,61,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",2454,"3","2","3","3","3","5","5","1","3","3","4","5","1","5",98,70,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Eco",303,"4","2","2","2","5","5","3","3","3","4","3","4","3","3",0,11,"satisfied"
"Female","Loyal Customer",44,"Personal Travel","Eco Plus",315,"5","5","5","4","2","2","4","5","5","5","5","5","5","2",0,0,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",1021,"3","3","3","3","5","3","4","3","3","3","3","4","3","3",0,7,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",1969,"3","4","3","3","1","4","4","4","4","3","4","4","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2253,"3","1","1","1","3","3","3","4","2","2","4","3","2","3",152,151,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Eco Plus",2306,"5","2","3","2","5","5","5","5","5","4","3","2","2","5",0,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",413,"5","0","5","2","1","5","1","1","4","2","5","5","4","1",3,16,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",1519,"5","5","5","5","4","5","4","5","5","5","5","4","5","4",1,2,"satisfied"
"Female","disloyal Customer",24,"Business travel","Eco",1024,"5","5","5","2","3","5","3","3","4","2","4","5","4","3",15,0,"satisfied"
"Male","disloyal Customer",57,"Business travel","Eco",802,"3","3","3","1","5","3","5","5","3","2","1","2","2","5",9,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",227,"5","5","5","5","2","5","4","4","4","4","4","5","4","5",7,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",2074,"1","1","1","1","2","4","5","1","1","2","1","4","1","4",0,0,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",3468,"5","5","5","5","4","5","5","5","5","5","5","4","5","3",8,2,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",888,"1","5","5","5","3","4","3","1","1","1","1","4","1","3",33,45,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2140,"1","1","1","1","4","5","4","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",27,"Business travel","Business",1440,"2","2","2","2","4","4","4","4","4","3","4","3","5","4",15,28,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",3342,"1","3","1","1","4","5","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Female","disloyal Customer",43,"Business travel","Business",2079,"4","4","4","3","1","4","1","1","4","4","4","4","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Eco Plus",580,"3","3","3","3","2","3","4","3","3","3","3","3","3","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Business",1127,"5","5","5","4","1","5","1","1","5","5","5","3","5","1",11,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Eco Plus",331,"4","3","2","3","4","4","4","4","3","4","3","3","5","4",2,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Eco",1119,"3","3","3","4","2","3","5","2","2","2","4","2","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Personal Travel","Eco",872,"2","4","2","4","5","2","5","5","3","1","4","3","4","5",43,21,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",3112,"5","5","5","5","5","5","4","5","5","5","5","3","5","5",0,25,"satisfied"
"Female","Loyal Customer",50,"Business travel","Business",989,"5","5","5","5","5","5","5","3","3","3","3","3","3","5",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",1785,"2","2","2","2","3","5","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",190,"4","2","4","4","4","5","4","3","3","4","4","4","3","4",230,232,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",2556,"3","3","3","3","4","4","4","4","2","4","5","4","4","4",18,4,"satisfied"
"Male","Loyal Customer",34,"Personal Travel","Eco Plus",994,"5","4","5","4","3","5","3","3","4","4","5","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",59,"Business travel","Business",218,"4","4","4","4","5","5","5","4","4","4","5","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco Plus",793,"1","5","1","1","4","1","4","4","5","2","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",2520,"1","1","1","1","3","5","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",60,"Personal Travel","Eco",423,"1","2","1","4","2","1","2","2","3","3","4","1","3","2",44,44,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business travel","Business",370,"5","5","5","5","4","5","5","4","4","4","4","4","4","5",28,4,"satisfied"
"Female","Loyal Customer",29,"Business travel","Business",589,"2","2","3","2","4","5","4","4","3","2","4","3","4","4",8,3,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",3473,"5","5","5","5","3","5","5","4","4","4","4","4","4","3",2,1,"satisfied"
"Female","Loyal Customer",46,"Business travel","Eco",650,"1","5","5","5","2","4","3","2","2","1","2","3","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Business",693,"1","1","5","1","1","3","3","1","1","1","1","4","1","3",7,2,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business travel","Business",1504,"2","4","4","4","2","2","2","2","4","5","4","3","4","2",52,29,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",2302,"2","2","2","2","1","3","4","2","2","2","2","2","2","4",95,89,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",794,"1","1","5","1","3","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",3916,"1","1","1","1","5","4","4","4","4","5","4","3","4","5",1,8,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",1617,"1","1","1","1","5","5","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Eco",86,"3","1","1","1","3","2","3","3","3","3","3","2","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Personal Travel","Eco",528,"3","4","3","2","2","3","2","2","3","2","5","4","5","2",25,77,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Personal Travel","Eco Plus",169,"3","5","3","3","4","3","5","4","3","4","4","5","5","4",43,31,"neutral or dissatisfied"
"Female","Loyal Customer",14,"Personal Travel","Business",1874,"3","1","4","4","4","4","4","4","3","1","3","3","3","4",12,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",925,"4","4","4","4","3","5","4","4","4","4","4","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",458,"4","4","4","4","2","4","2","2","3","2","4","3","5","2",4,9,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",3529,"1","4","4","4","2","3","4","1","1","1","1","3","1","3",19,8,"neutral or dissatisfied"
"Male","disloyal Customer",35,"Business travel","Eco",1747,"2","2","2","3","5","2","1","5","3","4","3","3","1","5",11,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Business",2278,"5","5","5","5","3","5","5","5","5","5","5","4","5","5",70,85,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",102,"0","3","0","3","4","0","4","4","5","4","4","5","3","4",0,0,"satisfied"
"Male","Loyal Customer",34,"Business travel","Business",861,"3","3","3","3","5","5","5","2","2","3","2","4","2","4",0,0,"satisfied"
"Female","Loyal Customer",29,"Business travel","Business",1024,"1","1","2","1","5","5","5","5","4","4","5","4","5","5",1,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",224,"1","1","1","1","2","5","4","5","5","5","5","4","5","5",0,1,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",798,"1","1","1","5","5","1","4","5","5","3","4","4","3","5",13,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",3849,"3","2","2","2","3","3","3","3","3","2","3","4","3","4",34,23,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Business travel","Business",1620,"1","4","4","4","1","1","1","1","1","2","3","2","3","1",70,72,"neutral or dissatisfied"
"Male","disloyal Customer",16,"Business travel","Eco",752,"5","5","5","1","3","3","3","3","2","3","3","5","3","3",0,2,"satisfied"
"Female","Loyal Customer",60,"Business travel","Business",453,"3","3","3","3","5","5","5","3","3","3","3","3","3","5",2,0,"satisfied"
"Male","Loyal Customer",46,"Business travel","Eco",613,"5","4","3","4","5","5","5","5","1","3","4","4","3","5",0,13,"satisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",1448,"2","1","2","4","5","2","4","5","1","3","3","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco",297,"2","3","2","3","1","2","1","1","1","1","5","4","2","1",0,7,"neutral or dissatisfied"
"Female","disloyal Customer",17,"Business travel","Eco",528,"4","0","4","3","1","4","1","1","1","2","3","4","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",1916,"4","4","2","4","2","3","4","4","4","4","4","3","4","4",4,0,"satisfied"
"Female","Loyal Customer",26,"Business travel","Business",2677,"3","3","3","3","4","5","4","4","5","5","5","3","5","4",20,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",1583,"2","2","2","2","2","2","5","4","4","4","4","2","4","3",0,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Eco",228,"4","3","5","3","4","4","4","4","3","4","3","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",449,"4","3","1","4","4","1","3","4","1","3","1","5","2","4",0,16,"satisfied"
"Female","disloyal Customer",16,"Business travel","Business",1389,"4","4","4","2","4","4","4","4","4","5","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",28,"Business travel","Business",321,"5","5","5","5","4","4","4","4","3","3","5","4","5","4",2,0,"satisfied"
"Female","Loyal Customer",45,"Business travel","Eco",566,"1","3","3","3","2","4","3","1","1","1","1","2","1","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",3906,"2","1","1","1","2","3","2","2","4","2","4","3","4","2",22,38,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",3930,"0","0","0","2","2","5","5","2","2","2","2","5","2","4",0,0,"satisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",190,"2","3","2","2","5","2","5","5","3","2","2","1","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco Plus",482,"4","3","4","4","1","4","1","1","2","2","4","4","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Business travel","Business",2614,"2","2","2","2","5","1","4","5","5","5","5","4","5","2",27,17,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",2603,"4","4","4","4","4","4","5","5","5","5","5","3","5","4",84,80,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",503,"4","1","4","3","3","4","3","3","3","1","2","1","2","3",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Eco",599,"1","4","4","4","3","4","3","1","1","1","1","1","1","3",8,2,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business travel","Business",448,"2","2","2","2","5","4","5","2","2","2","2","4","2","4",0,0,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",1691,"5","5","5","5","2","2","2","2","4","5","4","4","5","2",0,0,"satisfied"
"Male","Loyal Customer",57,"Personal Travel","Eco",507,"2","5","3","2","5","3","5","5","4","4","4","5","4","5",7,0,"neutral or dissatisfied"
"Male","disloyal Customer",37,"Business travel","Business",2288,"1","1","1","4","5","1","5","5","4","4","4","3","5","5",3,5,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Eco",411,"4","1","1","1","4","4","4","4","1","2","3","4","3","4",78,66,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Business",1846,"2","2","2","2","3","3","3","3","3","4","3","3","5","3",0,0,"satisfied"
"Male","Loyal Customer",39,"Personal Travel","Eco",294,"1","5","1","3","1","1","1","1","3","2","5","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",2086,"1","1","1","1","2","4","4","5","5","4","5","3","5","3",0,0,"satisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco",1747,"4","1","4","3","1","4","1","1","3","1","2","1","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Personal Travel","Eco",282,"3","4","3","3","5","3","5","5","1","2","3","1","3","5",0,0,"neutral or dissatisfied"
